access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,street_address,zip,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_pricing,ev_renewable_source,ev_workplace_charging,access_days_time_fr,intersection_directions_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts
24 hours daily,,,2023-07-01,,Public,157889,2020-05-01,P,E,,,CF Richmond Centre - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,,GPS,49.169953,-123.138639,Richmond,,6551 No 3 Road,V6Y 2B6,['TESLA'],20.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['6637'],
24 hours daily,,,2023-12-29,,Public,157991,2020-05-29,,E,,,523 Columbia St.,888-356-8911,2023-12-29T11:41:04Z,,GPS,50.670543,-120.329573,Kamloops,,523 Columbia Street,V2C 2T9,['J1772'],,,3.0,FLO,https://flo.ca/,,,False,,,Public,,['33bcd2c7-599f-4d6c-a160-af0e17b54835'],"['282518f1-d03f-4531-936c-9b902ce56218', 'a2761ed6-fba6-4f38-a77d-0addd4e2f103', 'ea1b72df-4b4d-456b-b5e6-75f8dfcaa0ca']"
,,,2023-12-13,2022-12-01,PLANNED - not yet accessible (Public),157994,,P,P,False,,Federated Co-operatives Ltd (FCL),250-714-0335,2023-12-13T17:24:19Z,COOP,GPS,49.1271745,-123.9194198,Nanaimo,,1350 Cranberry Ave,V9R 6Z7,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-08-15,PLANNED - not yet accessible (Public),157995,,P,P,False,,City of Vancouver,,2023-12-13T17:24:19Z,STREET_PARKING,GPS,49.28010786174939,-123.1178581724887,Vancouver,,800 Richards St,V6B 2B5,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,Free,,False,,,PRÉVU - pas encore accessible (Public),Gratuit,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),157996,,P,P,False,,Summerland Visitor Center,250-494-2686,2023-12-13T17:24:19Z,TRAVEL_CENTER,GPS,49.6111416,-119.6809108,Summerland,,15600 Highway 97,V0H 1Z0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,,2022-04-13,,Public,157997,2021-07-01,P,E,False,LD,Memorial Park,877-505-2674,2023-07-28T02:59:21Z,PARK,GPS,49.600781,-119.684062,Summerland,,9999 Wharton St,V0H 1Z0,"['CHADEMO', 'J1772COMBO']",8.0,,,Non-Networked,,$0.30 per minute,,False,24 heures par jour,,Public,"$0,30 par minute",,
,,,2023-12-13,2021-09-01,PLANNED - not yet accessible (Public),157999,,P,P,False,,Vanderhoof Co-Op,250-567-4406,2023-12-13T17:24:19Z,COOP,GPS,54.0154668,-124.0070661,Vanderhoof,,188 Stewart St E,V0J 3A0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-07-01,PLANNED - not yet accessible (Public),158002,2022-07-01,P,P,False,,BC Liquor Stores,,2023-12-13T17:24:19Z,SHOPPING_CENTER,GPS,49.174157,-123.846354,Gabriola Island,,548 N Rd,V0R 1X0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-01-29,PLANNED - not yet accessible (Public),158003,,P,P,False,,Mid-Island Co-op,250-932-1133,2023-12-13T17:24:19Z,COOP,GPS,48.828628,-124.048488,Lake Cowichan,,137 Cowichan Lake Rd,V0R 2G0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2021-09-01,PLANNED - not yet accessible (Public),158004,,P,P,False,,Ucluelet Co-op,250-726-4231,2023-12-13T17:24:19Z,COOP,GPS,48.9412394,-125.5465282,Ucluelet,,1580 Peninsula Rd,V0R 3A0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-06-01,PLANNED - not yet accessible (Public),158005,,P,P,False,LD,Tofino Co-op,250-725-3226,2023-12-13T17:24:19Z,COOP,GPS,49.152875,-125.9084032,Tofino,,140 1st St,V0R 2Z0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,,2023-12-13,2022-06-01,PLANNED - not yet accessible (Public),158006,,P,P,False,LD,Co-op Gas Stations,250-832-4457,2023-12-13T17:24:19Z,COOP,GPS,50.70653,-119.249363,Salmon Arm,,3100 10th Ave NE,V1E 2S2,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,,False,24 heures par jour,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2020-09-01,PLANNED - not yet accessible (Public),158007,,P,P,False,,The Church of Jesus Christ of Latter-day Saints,,2023-12-13T17:24:19Z,PLACE_OF_WORSHIP,GPS,56.2600559,-120.8475793,Fort St. John,,11432 100th St,V1J 1P7,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,,2023-09-14,,Public,158008,2021-06-30,P,E,False,,Co-op Gas Stations,236-426-3530,2023-09-14T13:23:27Z,COOP,GPS,50.267776,-119.26694,Vernon,,3530 27th St,V1T 9P1,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,Free,,False,24 heures tous les jours,,Public,Gratuit,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158009,,P,P,False,,Co-op - Penticton Gas Bar,250-493-2383,2023-12-13T17:24:19Z,COOP,GPS,49.4757357,-119.5836899,Penticton,,"102B, 2007 Main St",V2A 5H6,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158010,2021-08-01,P,P,False,,Walmart,,2023-12-13T17:24:19Z,SHOPPING_CENTER,GPS,52.1134173,-122.1254175,Williams Lake,,1185 Prosperity Way,V2G 0A6,"['CHADEMO', 'J1772COMBO']",1.0,,,Non-Networked,,,,False,24 heures tous les jours,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-06-01,PLANNED - not yet accessible (Public),158012,,P,P,False,,Four Rivers Co-op,250-964-2697,2023-12-13T17:24:19Z,COOP,GPS,53.860073,-122.801811,Prince George,,6749 Westgate Ave,V2N 5R2,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-06-01,PLANNED - not yet accessible (Public),158013,,P,P,False,,Chilliwack Gas Bar,604-793-8400,2023-12-13T17:24:19Z,COOP,GPS,49.1503151,-122.0061924,Chilliwack,,44046 Progress Way,V2R 0L2,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-09-01,PLANNED - not yet accessible (Public),158016,,P,P,False,,Co-op Gas Bar,250-707-0740,2023-12-13T17:24:19Z,GAS_STATION,GPS,49.8298353,-119.6321461,West Kelowna,,2528 Main St,V4T 1P9,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-02-28,PLANNED - not yet accessible (Public),158017,,P,P,False,,Otter Co-op,604-856-2517,2023-12-13T17:24:19Z,COOP,GPS,49.0679096,-122.5356669,Langley,,3650 248 St,V4W 1X7,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158018,,P,P,False,,City of Vancouver,,2023-12-13T17:24:19Z,MUNI_GOV,GPS,49.26047,-123.0717043,Vancouver,,1700 BLK E 11th Ave,V5N 4C4,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,$2 per hour,,False,,,PRÉVU - pas encore accessible (Public),$2 par heure,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158020,,P,P,False,,City of Vancouver,,2023-12-13T17:24:19Z,MUNI_GOV,GPS,49.2107118,-123.1400211,Vancouver,,1400 BLK W 67th Ave,V6P 4T7,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,$2 per hour,,False,,,PRÉVU - pas encore accessible (Public),$2 par heure,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158022,,P,P,False,,Mid-Island Co-op,250-245-8009,2023-12-13T17:24:19Z,COOP,GPS,48.977626,-123.803356,Ladysmith,,376 Davis Rd,V9G 1T9,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158023,,P,P,False,,Mid-Island Co-op,250-947-9302,2023-12-13T17:24:19Z,COOP,GPS,49.306217,-124.360329,Parksville,,1401 Alberni Hwy,V9P 2B8,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158025,,P,P,False,,Co-op Gas Bar,250-729-8400,2023-12-13T17:24:19Z,COOP,GPS,49.1997708,-123.9999063,Nanaimo,,2517 Bowen Rd,V9T 3M6,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158026,,P,P,False,,McDonald's,250-390-7000,2023-12-13T17:24:19Z,RESTAURANT,GPS,49.2389841,-124.0551117,Nanaimo,,6675 Mary Ellen Dr,V9V 1T7,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2022-06-01,PLANNED - not yet accessible (Public),158027,,P,P,False,,Co-op Gas Stations,250-724-0008,2023-12-13T17:24:19Z,COOP,GPS,49.2637799,-124.794481,Port Alberni,,4006 Johnston Rd,V9Y 5N3,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,A D Debit M V,2023-12-13,,Public,158251,2020-01-01,P,E,False,LD,BC Hydro - Extra Foods,250-747-2803,2023-12-13T17:24:19Z,GROCERY,GPS,52.96393491,-122.4413634,Quesnel,,2335 Maple Dr,V2J 6J6,"['CHADEMO', 'J1772COMBO']",1.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$.21 per hour,,False,24 heures par jour,,Public,$.21 par heure,,
"24 hours daily; Smart phone required to start charging session. Google Pay, PayPal, and Interac Debit also accepted.",,A APPLE_PAY CREDIT Debit M V,2023-10-12,,Public,158291,2020-03-01,P,E,False,LD,UBC University Blvd Parkade,604-822-6786,2023-10-12T19:39:16Z,COLLEGE_CAMPUS,GPS,49.26702409,-123.2494069,Vancouver,,6163 University Blvd,V6T 1Z3,"['CHADEMO', 'J1772', 'J1772COMBO']",4.0,,12.0,Non-Networked,,$1 per hour,,False,"Accessible 24 heures par jour; Téléphone intelligent requis pour démarrer la session de charge. Google Pay, PayPal et Débit Interac ont également accepté.",,Public,1$ par heure,,
24 hours daily,,A D Debit M V,2023-12-13,,Public,158292,2019-12-01,P,E,False,LD,BC Hydro - Powell River,866-338-3369,2023-12-13T17:24:19Z,REC_SPORTS_FACILITY,GPS,49.851521,-124.52331,Powell River,,1424 Willingdon Ave,V8A 2M8,"['CHADEMO', 'J1772COMBO']",1.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,24 heures par jour,,Public,"$0,21 par minute",,
24 hours daily,,,2023-10-12,,Public,158294,2019-06-01,P,E,False,LD,Cache Creek Community Hall,250-457-6239  866-338-3369,2023-10-12T19:39:16Z,MUNI_GOV,GPS,50.81082783,-121.3250634,Cache Creek,,1270 Stage Rd,V0K 1H0,"['CHADEMO', 'J1772COMBO']",1.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,Free,,False,Accessible 24 heures par jour,,Public,Gratuit,,
24 hours daily,,,2021-08-03,,Public,158295,2020-03-01,P,E,False,LD,Australian Rest Area DC Fast,,2022-07-01T17:13:15Z,REST_STOP,GPS,52.426,-122.303,Cariboo A,,BC-97 and Windt Rd,V2J 6L6,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,Accessible 24 heures par jour,,Public,,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158489,,P,P,False,,BC Ministry of Transportation and Infrastructure,,2023-12-13T17:24:19Z,,GPS,51.957,-122.986,Cariboo K,,BC-20,V0L 1T0,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158490,,P,P,False,,BC Ministry of Transportation and Infrastructure,,2023-12-13T17:24:19Z,REST_STOP,GPS,49.52572,-124.85597,Fanny Bay,,6866 Buckley Bay Rd,V0R 1W0,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158491,,P,P,False,,BC Ministry of Transportation and Infrastructure,,2023-12-13T17:24:19Z,REST_STOP,GPS,50.638,-121.344,Thompson-Nicola I,,BC-1,V0K 1A0,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),158492,,P,P,False,,BC Ministry of Transportation and Infrastructure,,2023-12-13T17:24:19Z,REST_STOP,GPS,52.98039,-119.31955,Fraser-Fort George H,,Yellowhead Hwy,V0E 2Z0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,,2023-12-29,,Public,158521,2020-06-04,,E,,,Abbotsford School District - Chief Dan George Middle,888-356-8911,2023-12-29T11:42:00Z,,GPS,49.0663292,-122.3156502,Abbotsford,,32877 Old Riverside Road,V2S 8K2,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['be2f9bc2-deb6-4c5d-8148-9af304787455'],"['8221468f-b43a-4524-bb09-1d865b85011f', 'b2deab5a-2489-4615-9c88-ba230953ec80']"
24 hours daily,,,2023-12-29,,Public,158522,2020-06-04,,E,,,Hemlock Works Yard,888-356-8911,2023-12-29T11:42:50Z,,GPS,49.172418,-122.779322,Surrey,,9353 160th street,V4N 3A8,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['8dbd844f-05d1-4805-ad58-265c411c5649'],"['86fbd02d-08c3-443b-ad97-d4870877849d', 'bbffe84f-f636-40fd-8cc9-433bd7cb8609']"
24 hours daily,,,2023-12-29,,Public,158542,2020-06-05,,E,,,Abbotsford School District - WJ Mouat Sr Sec,888-356-8911,2023-12-29T11:40:55Z,,GPS,49.0593674,-122.3294606,Abbotsford,,32355 Mouat Drive,V2T 4E9,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['d08ce82f-c8aa-4a09-b0b9-81c9674e954b'],"['042e841e-4a64-4ab9-92b2-37efd47f2246', 'b2c0cc4d-6937-4d11-88d6-585f44bfde0d']"
24 hours daily,,,2023-12-29,,Public,158543,2020-06-05,,E,,,Abbotsford School District - Abby SchoolB,888-356-8911,2023-12-29T11:40:28Z,,GPS,49.0672011,-122.3643353,Abbotsford,,31150 Blueridge Drive,V2T 5R2,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['86c3863f-5324-48c4-a5a8-e94dabec338e'],"['18bfd9f0-cae9-4739-9c99-da745fcf73fd', '2727be69-4307-4bdb-a107-6b66e4258217']"
24 hours daily,,,2023-12-29,,Public,158544,2020-06-05,,E,,,Abbotsford School District - Clayburn Middle,888-356-8911,2023-12-29T11:42:33Z,,GPS,49.0703588,-122.2539864,Abbotsford,,35139 Laburnam Avenue,V2S 8N3,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['8a76f60e-d6fb-44f6-86eb-95c37da71b12'],"['3cddae64-67b9-4f6c-a3b9-12d1bc2faa35', 'f6f393fc-e833-4d55-9a4a-f5ee662173ec']"
24 hours daily,,,2023-09-14,,Public,158613,2020-06-10,P,E,False,LD,Petro-Canada,604-732-6017,2023-09-14T13:23:27Z,GAS_STATION,200-9,49.269998,-123.145731,Vancouver,,1743 Burrard St,V6J 3G6,"['CHADEMO', 'J1772', 'J1772COMBO']",1.0,,1.0,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,L2: Free; DC Fast: $0.50 per minute,,False,24 heures par jour,,Public,L2: Gratuit; DC Fast: $0.50 par minute,,
24 hours daily,,,2023-12-30,,Public,162864,2020-06-12,,E,,,CITYOFVANCOUVER MAINLAND2,888-758-4389,2023-12-30T01:35:59Z,,GPS,49.276923,-123.119261,Vancouver,,#120 - 280 Nelson St,V6B 2E2,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL353501'],['23390503']
24 hours daily,,,2023-12-30,,Public,162878,2020-06-12,,E,,,SPMC NANAIMO TC,888-758-4389,2023-12-30T01:35:58Z,,GPS,49.220347,-124.030056,Nanaimo,,4595 Uplands Dr,V9T 6M8,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL343001'],"['17208421', '17208431']"
24 hours daily,,,2023-12-30,,Public,162888,2020-06-12,,E,,,HUBCITYVW LEVEL 2 STATION,888-758-4389,2023-12-30T01:35:56Z,,GPS,53.906749,-122.741833,Prince George,,1822 Queensway,V2L 1L8,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL316751'],['425741']
24 hours daily,,,2023-12-30,,Public,162896,2020-06-12,,E,,,CAPILANO UNIVER LOT#3 NO.3,888-758-4389,2023-12-30T01:35:54Z,,GPS,49.319354,-123.020695,North Vancouver,,Skeena Rd,V7J 3K3,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL291261'],"['23391123', '23391133']"
24 hours daily,,,2023-12-30,,Public,162904,2020-06-12,,E,,,UFV EV STATION AB L2 LOT 10B,888-758-4389,2023-12-30T01:35:53Z,,GPS,49.027909,-122.286243,Abbotsford,,33844 King Rd Parking Lot 10b,V2S 7M7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL269341'],"['22180501', '22180511']"
24 hours daily,,,2023-12-30,,Public,162911,2020-06-12,,E,,,RICHMONDSALES RICHMONDHONDA,888-758-4389,2023-12-30T01:35:53Z,,GPS,49.173016,-123.076839,Richmond,,13600 Smallwood Pl,V6V 1W8,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL246651'],['332021']
24 hours daily,,,2023-12-30,,Public,162913,2020-06-12,,E,,,2 RIVER GREEN EV2,888-758-4389,2023-12-30T01:35:52Z,,GPS,49.175779,-123.149696,Richmond,,6611 Pearson Way,V6X 4G5,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL246101'],['331351']
24 hours daily,,,2023-12-30,,Public,162919,2020-06-12,,E,,,VANCOUVER INTL STB-EV-01-02,888-758-4389,2023-12-30T01:35:52Z,,GPS,49.18089,-123.169178,Richmond,,4430 Cowley Crescent,V7B 1B8,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL228072'],"['22811011', '22811021']"
24 hours daily,,,2023-12-30,,Public,162920,2020-06-12,,E,,,TSAWWASSEN COMM S4 STATION 1,888-758-4389,2023-12-30T01:35:52Z,,GPS,49.042086,-123.085671,Delta,,4949 Canoe Pass Way,V4M 0B2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL227928'],"['310286', '310288']"
24 hours daily,,,2023-12-30,,Public,162942,2020-06-12,,E,,,NANAIMO MITS STATION 4,888-758-4389,2023-12-30T01:35:50Z,,GPS,49.202546,-123.997597,Nanaimo,,2348 Kenworth Rd.,V9T 3Y3,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL221858'],"['23075691', '23075701']"
24 hours daily,,,2023-12-30,,Public,162949,2020-06-12,,E,,,SURREY MITS STATION 1,888-758-4389,2023-12-30T01:35:49Z,,GPS,49.191299,-122.839696,Surrey,,13820 104 Ave,V3T1W9,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL220220'],"['299482', '299484']"
24 hours daily,,,2023-12-30,,Public,162951,2020-06-12,,E,,,FRONT AND REAR LEVEL 3 CHARGER,888-758-4389,2023-12-30T01:35:49Z,,GPS,48.450276,-123.37332,Victoria,,3329 Douglas St,V8Z 3L2,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL219877'],['311200']
24 hours daily,,,2023-12-30,,Public,162967,2020-06-12,,E,,,CNV CITY HALL,888-758-4389,2023-12-30T01:35:48Z,,GPS,49.320863,-123.074707,North Vancouver,,1301-1309 Civic Place Mews,V7M 1P2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL212773'],"['22193941', '22193951']"
24 hours daily,,,2023-12-30,,Public,162987,2020-06-12,,E,,,MISSION GROUP UTHREESTATION 1,888-758-4389,2023-12-30T01:35:47Z,,GPS,49.934481,-119.399004,Kelowna,,881 Academy Way,V1V 3A4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL208701'],"['282127', '282129']"
24 hours daily,,,2023-12-30,,Public,163000,2020-06-12,,E,,,VW OF RICHMOND CT4020 (AC),888-758-4389,2023-12-30T01:35:39Z,,GPS,49.172205,-123.078042,Richmond,,13611 Smallwood Pl,V6V,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL183211'],"['247041', '247043']"
24 hours daily,,,2023-12-30,,Public,163002,2020-06-12,,E,,,STATION 1 FAST CHARGER,888-758-4389,2023-12-30T01:35:45Z,,GPS,49.266351,-123.021904,Burnaby,,3715 Lougheed Hwy,V5C 3Y3,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL204477'],['311240']
24 hours daily,,,2023-12-30,,Public,163018,2020-06-12,,E,,,PENTICTON PENTI HONDA CP,888-758-4389,2023-12-30T01:35:44Z,,GPS,49.485865,-119.601123,Penticton,,510 Duncan Ave W,V2A 7N1,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL199701'],['269751']
24 hours daily,,,2023-12-30,,Public,163038,2020-06-12,,E,,,SMITHERS 3743,888-758-4389,2023-12-30T01:35:42Z,,GPS,54.779278,-127.169874,Smithers,,3743 Second Ave,V0J 2N3,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL190385'],"['9118411', '9118421']"
24 hours daily,,,2023-12-30,,Public,163066,2020-06-12,,E,,,SALES LOT CPF25-1,888-758-4389,2023-12-30T01:35:40Z,,GPS,49.262539,-123.024187,Vancouver,,2395 Boundary Rd,V5M 4W5,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL186965'],['252187']
24 hours daily,,,2023-12-30,,Public,163068,2020-06-12,,E,,,SERVICE DEPT CT4021,888-758-4389,2023-12-30T01:35:40Z,,GPS,49.278477,-122.820333,Coquitlam,,2555 Barnet Hwy,V3H 1W4,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL183865'],['23405283']
24 hours daily,,,2023-12-30,,Public,163073,2020-06-12,,E,,,STATION 1 LEVEL 2,888-758-4389,2023-12-30T01:35:39Z,,GPS,49.266172,-123.021436,Burnaby,,3775 BC-7,V5C 0J4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL183195'],"['12797331', '12797341']"
24 hours daily,,,2023-12-30,,Public,163080,2020-06-12,,E,,,MISSIONCITY LEISURE CENTRE,888-758-4389,2023-12-30T01:35:38Z,,GPS,49.141458,-122.306999,Mission,,7650 Grand St,V2V 2K4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL178317'],"['23406753', '23406763']"
24 hours daily,,,2023-12-30,,Public,163081,2020-06-12,,E,,,MISSIONCITY WELTON STREET,888-758-4389,2023-12-30T01:35:38Z,,GPS,49.135221,-122.305082,Mission,,7337 Welton St,V2V 3X1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL178315'],"['2527111', '2527121']"
24 hours daily,,,2023-12-30,,Public,163082,2020-06-12,,E,,,MISSIONCITY MUNICIPAL HALL,888-758-4389,2023-12-30T01:35:38Z,,GPS,49.158829,-122.283225,Mission,,8645 Stave Lake St,V2V 4L9,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL178313'],"['2515491', '2515501']"
24 hours daily,,,2023-12-30,,Public,163094,2020-06-12,,E,,,LODGING OVATION LEGENDS-2,888-758-4389,2023-12-30T01:35:35Z,,GPS,50.094539,-122.98942,Whistler,,2036 London Ln,V0N 1B2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL168873'],"['226495', '226497']"
24 hours daily,,,2023-12-30,,Public,163095,2020-06-12,,E,,,EVOLUTION EVOLUTION 1,888-758-4389,2023-12-30T01:35:35Z,,GPS,50.095955,-122.988901,Whistler,,2020 London Ln,V0N 1B2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL168787'],"['226391', '226393']"
24 hours daily,,,2023-12-30,,Public,163100,2020-06-12,,E,,,MUNICIPAL-HALL NORTH PARKING 1,888-758-4389,2023-12-30T01:35:34Z,,GPS,49.33132,-123.159715,West Vancouver,,750 17th St,V7V 3T3,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL167343'],"['929891', '929901']"
